word,J,E,P,R,Genesis,Exodus,Leviticus,Numbers,Deuteronomy
לנשיו,1,0,0,0,1,0,0,0,0
שמען,1,0,0,0,1,0,0,0,0
קולי,3,0,0,0,3,0,0,0,0
נשי,2,0,2,0,5,0,0,1,0
האזנה,1,0,0,0,1,0,0,0,0
אמרתי,2,6,2,0,5,2,1,2,3
הרגתי,1,1,0,0,1,0,0,1,0
לפצעי,1,0,0,0,1,0,0,0,0
וילד,2,0,0,0,2,0,0,0,0
לחברתי,1,0,0,0,1,0,0,0,0
ולמך,1,0,0,0,1,0,0,0,0
שבעים,2,3,15,3,5,2,1,15,0
ושבעה,1,2,1,1,1,0,0,4,0
עוד,28,11,18,0,36,10,4,7,14
בן,41,27,222,11,89,23,17,178,16
ותקרא,12,8,0,0,18,2,0,0,0
שת,2,2,0,5,7,1,0,1,0
אחר,8,13,10,2,19,5,5,6,6
תחת,11,21,43,1,17,39,8,14,12
הרגו,4,0,4,0,3,0,0,5,0
ולשת,1,0,0,0,1,0,0,0,0
אנוש,1,0,0,5,6,0,0,0,0
אז,7,0,3,2,5,4,3,1,2
הוחל,1,0,0,0,1,0,0,0,0
לקרא,2,4,0,0,1,1,0,4,0
בשם,4,5,4,0,5,8,0,0,5
זה,21,25,30,2,27,19,7,27,7
ספר,0,2,0,1,1,2,0,0,5
תולדת,0,0,1,3,6,0,0,1,0
בדמות,0,0,0,1,1,0,0,0,0
בראם,0,0,0,1,1,0,0,0,0
שמם,0,0,0,1,1,0,0,0,3
הבראם,0,0,0,1,1,0,0,0,0
ויחי,1,0,1,31,33,0,0,0,2
שלשים,3,5,31,6,13,7,1,24,3
ומאת,1,1,8,7,10,3,1,3,0
שנה,7,4,99,83,102,14,12,68,13
בדמותו,0,0,0,1,1,0,0,0,0
כצלמו,0,0,0,1,1,0,0,0,0
אחרי,16,15,18,17,39,11,8,8,16
הולידו,0,0,1,17,17,0,1,0,0
שמנה,3,0,5,3,5,4,0,2,0
מאת,5,5,44,2,19,12,7,19,3
ובנות,2,0,1,17,20,0,0,0,1
תשע,0,0,2,6,6,1,1,0,1
מאות,5,4,71,24,33,13,0,60,1
ושלשים,0,0,23,4,7,4,1,15,0
וימת,10,4,15,11,24,3,0,13,1
חמש,5,0,17,12,17,13,2,2,0
שנים,14,12,66,23,49,8,10,48,8
שבע,9,34,27,4,51,3,18,5,3
ושמנה,0,0,1,5,5,0,0,1,1
שתים,1,0,8,8,7,3,3,4,0
עשרה,9,6,36,6,19,16,2,21,0
ותשע,0,0,2,5,7,0,0,0,0
תשעים,0,0,3,1,4,0,0,0,0
קינן,0,0,0,5,5,0,0,0,0
מהללאל,0,0,0,5,5,0,0,0,0
ארבעים,7,2,14,1,11,3,0,10,11
עשר,6,3,40,20,15,12,6,36,4
וששים,0,0,8,6,6,0,1,7,0
ירד,2,4,1,5,8,3,0,1,1
ותשעים,0,0,0,2,2,0,0,0,0
מתושלח,0,0,0,5,5,0,0,0,0
ויתהלך,0,0,0,2,2,0,0,0,0
האלהים,8,39,3,2,23,27,0,2,5
שלש,2,8,9,5,8,7,1,8,4
ושלש,2,0,7,1,4,2,0,4,0
ואיננו,0,0,0,1,1,0,0,0,0
ושמנים,0,0,4,2,3,1,0,2,0
ושמונים,0,0,0,1,1,0,0,0,0
ושבע,0,3,11,2,9,3,0,5,1
נח,11,0,15,5,37,0,0,0,0
ז,1,0,0,0,1,0,0,0,0
ינחמנו,1,0,0,0,1,0,0,0,0
ממעשנו,1,0,0,0,1,0,0,0,0
ומעצבון,1,0,0,0,1,0,0,0,0
ידינו,1,0,0,0,1,0,0,0,2
אררה,1,0,0,0,1,0,0,0,0
וחמש,1,1,25,1,4,6,0,18,0
ושבעים,1,1,12,3,3,5,0,10,0
חם,1,0,3,1,6,0,0,0,0
יפת,4,1,2,1,8,0,0,0,1
החל,3,0,3,0,3,0,1,2,2
לרב,2,1,2,0,3,0,0,2,3
ילדו,1,2,1,0,4,0,0,0,0
ויראו,4,5,5,0,8,3,0,4,5
בני,52,67,414,50,120,119,83,268,33
בנות,8,2,8,0,9,2,0,7,0
טבת,2,0,0,0,2,0,0,0,0
ויקחו,7,2,13,0,9,6,3,4,1
בחרו,1,0,0,0,1,0,0,0,0
ידון,1,0,0,0,1,0,0,0,0
רוחי,1,0,0,0,1,0,0,0,0
באדם,1,1,11,0,2,4,3,4,0
בשגם,1,0,0,0,1,0,0,0,0
ימיו,1,0,0,0,1,0,0,0,2
מאה,3,1,9,0,6,5,1,0,3
ועשרים,1,0,14,2,4,5,0,7,2
הנפלים,2,0,0,0,1,0,0,1,0
היו,8,5,20,0,15,8,0,10,2
ההם,4,0,1,0,1,2,0,2,7
וגם,20,23,5,0,25,17,1,5,5
יבאו,1,0,8,0,2,1,0,6,2
וילדו,1,4,0,0,4,1,0,0,1
המה,2,2,11,0,4,3,1,7,5
הגברים,1,1,0,0,1,2,0,0,0
מעולם,1,0,0,0,1,0,0,0,0
אנשי,13,3,7,0,13,3,1,6,4
השם,1,0,1,0,1,0,1,0,1
רבה,3,2,1,0,5,0,0,1,1
רעת,1,0,0,0,1,0,0,0,0
מחשבת,1,0,4,0,1,4,0,0,0
לבו,4,6,6,0,4,13,0,0,0
רק,9,11,0,0,11,8,0,1,21
רע,4,8,3,0,9,0,3,3,7
וינחם,4,1,0,0,4,1,0,0,0
ויתעצב,1,0,0,0,1,0,0,0,0
אמחה,1,1,0,0,1,1,0,0,0
בראתי,1,0,0,0,1,0,0,0,0
מאדם,2,1,3,0,2,2,1,1,0
ועד,11,5,15,0,8,8,4,11,13
נחמתי,1,0,0,0,1,0,0,0,0
עשיתם,3,0,0,0,3,0,0,0,2
ונח,1,0,0,1,2,0,0,0,0
חן,10,13,1,0,13,9,0,3,1
בעיני,8,14,3,0,14,8,1,3,10
צדיק,3,1,1,0,5,0,0,0,1
תמים,0,0,19,0,2,3,12,2,2
בדרתיו,0,0,1,0,1,0,0,0,0
התהלך,1,0,2,0,3,0,0,0,0
שלשה,5,2,19,7,7,13,0,13,2
ותשחת,0,0,1,0,1,0,0,0,0
לפני,20,15,165,8,31,46,68,66,36
ותמלא,1,1,2,0,3,1,0,0,0
חמס,1,1,2,0,3,1,0,0,1
נשחתה,0,0,1,0,1,0,0,0,0
השחית,0,0,1,0,1,0,0,0,0
דרכו,1,0,1,0,2,0,0,0,0
לנח,1,0,1,0,2,0,0,0,0
קץ,0,0,1,0,1,0,0,0,0
בא,19,18,6,1,23,15,1,6,13
מלאה,1,0,13,0,2,0,0,12,0
מפניהם,0,0,1,0,1,1,0,0,8
והנני,0,0,1,0,1,0,0,0,0
משחיתם,0,0,1,0,1,0,0,0,0
תבת,1,0,1,0,1,1,0,0,0
עצי,0,2,22,0,3,21,0,0,1
גפר,0,0,1,0,1,0,0,0,0
קנים,0,0,3,0,1,2,0,0,0
תעשה,3,14,50,9,8,49,6,13,20
התבה,10,0,11,0,22,1,0,0,0
וכפרת,0,0,1,0,1,0,0,0,0
מבית,3,5,13,1,6,8,8,1,6
ומחוץ,0,0,3,0,1,2,0,0,0
בכפר,0,0,1,0,1,0,0,0,0
וזה,2,3,7,0,3,4,1,4,4
אמה,2,1,16,0,6,11,1,1,1
ארך,1,1,12,0,1,12,0,1,0
חמשים,6,2,28,1,7,17,2,11,2
רחבה,0,0,3,0,1,2,0,0,2
קומתה,0,0,1,0,1,0,0,0,0
צהר,0,0,1,0,1,0,0,0,0
לתבה,0,0,1,0,1,0,0,0,0
תכלנה,0,0,1,0,1,0,0,0,0
מלמעלה,1,0,9,0,2,6,0,2,0
ופתח,0,0,2,0,1,0,1,0,0
בצדה,0,0,1,0,1,0,0,0,0
תשים,1,1,1,0,2,1,0,0,3
תחתים,0,0,1,0,1,0,0,0,0
ואני,3,8,13,1,12,8,3,4,2
הנני,4,12,5,0,12,8,0,2,0
מביא,0,1,4,1,1,1,2,2,0
המבול,3,0,3,1,9,0,0,0,0
לשחת,0,0,3,0,3,0,0,0,0
רוח,3,4,12,0,7,6,0,6,1
יגוע,0,0,1,0,1,0,0,0,0
והקמתי,1,0,4,0,5,0,0,0,0
בריתי,0,1,18,4,13,3,6,1,2
אתך,9,8,29,0,21,7,5,13,7
ובאת,0,1,1,0,1,1,0,0,5
ובניך,2,0,8,0,4,0,2,4,1
ואשתך,0,1,2,0,2,1,0,0,0
ונשי,1,0,3,0,4,0,0,0,0
בניך,1,3,5,0,4,3,2,0,3
החי,0,1,6,0,1,1,5,0,0
תביא,0,3,2,0,1,2,1,0,4
להחית,1,0,1,0,2,0,0,0,0
יהיו,1,1,32,4,6,10,10,12,5
מהעוף,0,0,1,0,1,0,0,0,0
ומן,3,1,24,1,4,4,12,9,1
אליך,10,24,14,1,22,16,1,10,12
להחיות,1,0,1,0,2,0,0,0,0
קח,7,3,15,0,10,6,2,8,0
מאכל,0,1,2,0,2,0,1,0,1
יאכל,1,5,40,1,2,11,27,7,3
ואספת,0,2,2,0,1,2,1,0,1
ולהם,1,0,1,0,2,0,0,0,1
ככל,1,1,15,0,2,7,0,8,18
צוה,1,1,94,3,6,35,22,36,13
ביתך,1,1,1,0,3,0,0,0,6
ראיתי,3,6,0,0,6,3,0,0,1
בדור,1,0,0,0,1,0,0,0,0
הזה,35,53,40,4,47,45,10,31,63
הטהורה,2,0,1,0,3,0,0,0,0
תקח,4,6,11,0,8,6,4,3,4
שבעה,6,5,6,6,7,2,0,14,3
טהרה,1,0,6,0,2,0,5,0,1
מעוף,1,0,0,0,1,0,0,0,0
לחיות,1,0,0,0,1,0,0,0,0
לימים,1,0,0,0,1,0,0,0,1
ממטיר,2,1,0,0,1,2,0,0,0
וארבעים,2,1,16,0,3,6,1,9,4
ומחיתי,1,0,0,0,1,0,0,0,0
היקום,2,0,0,0,2,0,0,0,1
עשיתי,6,5,0,0,7,1,0,3,2
צוהו,1,2,1,0,1,2,0,1,0
שש,1,3,28,1,4,17,2,10,4
והמבול,0,0,0,1,1,0,0,0,0
ובניו,2,1,25,0,4,10,9,5,2
בניו,9,1,52,0,22,19,17,6,5
איננה,0,0,5,0,1,0,4,0,0
העוף,1,1,9,0,5,0,6,0,1
באו,12,5,4,1,14,5,0,3,2
כאשר,27,28,89,3,41,45,26,37,54
לשבעת,1,0,0,4,1,0,0,4,0
הימים,6,2,1,0,6,1,0,2,14
ומי,1,2,0,0,1,1,0,1,3
בשנת,0,0,4,1,1,0,3,1,0
לחיי,0,0,1,0,1,0,0,0,0
בחדש,0,3,13,3,2,5,5,8,1
בשבעה,0,0,5,0,3,0,1,1,0
לחדש,0,0,21,9,5,7,9,10,1
נבקעו,0,0,1,0,1,0,0,0,0
מעינת,0,0,2,0,2,0,0,0,0
וארבת,0,0,2,0,2,0,0,0,0
נפתחו,0,0,1,0,1,0,0,0,0
הגשם,1,0,1,0,2,0,0,0,0
בעצם,0,0,10,1,3,3,4,2,1
וחם,3,0,1,0,4,1,0,0,0
ויפת,3,1,0,0,6,0,0,0,0
ואשת,1,0,0,0,2,0,0,0,0
ושלשת,0,0,4,0,1,1,1,2,1
צפור,0,3,1,0,1,0,0,3,3
ויבאו,14,9,16,4,18,15,0,12,2
הבשר,0,2,11,0,2,3,7,1,3
והבאים,0,0,1,0,1,0,0,0,0
בעדו,0,0,5,0,1,0,4,0,0
וירבו,4,0,1,0,4,1,0,0,0
וישאו,2,1,1,0,5,1,0,0,0
ותרם,1,0,0,0,1,0,0,0,0
ויגברו,1,0,1,0,2,0,0,0,0
ותלך,5,4,0,0,7,1,0,1,0
והמים,1,0,3,0,2,2,0,0,0
ג,1,0,0,0,1,0,0,0,0
ויכסו,3,0,1,0,3,1,0,0,0
ההרים,2,1,1,0,4,0,0,0,1
הגבהים,1,0,0,0,1,0,0,0,0
גברו,2,0,0,0,2,0,0,0,0
ויגוע,0,0,4,0,5,0,0,0,0
בעוף,0,0,3,0,3,0,0,0,0
ובחיה,0,0,1,0,1,0,0,0,0
השרץ,0,0,11,0,2,0,9,0,0
בחרבה,1,0,0,0,1,0,0,0,0
מתו,1,0,1,1,2,1,0,1,0
וימח,1,0,0,0,1,0,0,0,0
וימחו,1,0,0,0,1,0,0,0,0
וישאר,1,0,0,0,1,0,0,0,0
אך,10,4,21,1,13,5,8,10,5
ואשר,5,4,12,1,6,7,4,5,13
בתבה,1,0,0,0,2,0,0,0,0
ויזכר,1,1,2,0,4,1,0,0,0
ויעבר,1,4,0,0,6,1,0,0,0
וישכו,0,0,0,0,1,0,0,0,0
ויסכרו,0,0,1,0,1,0,0,0,0
ויכלא,0,0,2,0,1,1,0,0,0
וישבו,8,4,6,0,11,4,0,5,6
הלוך,3,0,1,0,4,0,0,0,0
ושוב,1,1,1,0,3,0,0,0,0
ויחסרו,1,0,0,0,1,0,0,0,0
מקצה,3,0,7,0,3,6,0,1,4
ותנח,1,1,1,0,2,0,0,1,0
הרי,0,0,1,0,1,0,0,0,0
אררט,0,0,1,0,1,0,0,0,0
וחסור,0,0,1,0,1,0,0,0,0
החדש,0,0,3,1,1,2,0,1,0
העשירי,0,0,3,0,1,0,1,1,0
בעשירי,0,0,1,0,1,0,0,0,0
באחד,1,0,6,2,3,2,1,4,6
נראו,0,0,1,0,1,0,0,0,0
ראשי,1,2,11,0,3,2,0,9,4
ויפתח,4,3,0,0,6,0,0,1,0
חלון,1,0,1,0,1,0,0,1,0
וישלח,12,14,6,0,15,6,0,11,0
הערב,0,6,37,0,1,6,31,5,0
יצוא,0,0,1,0,1,0,0,0,0
יבשת,0,0,1,0,1,0,0,0,0
היונה,5,0,2,0,5,0,2,0,0
מאתו,2,0,2,0,2,0,2,0,0
הקלו,1,0,0,0,1,0,0,0,0
מצאה,2,0,1,0,2,0,1,0,1
מנוח,1,0,0,0,1,0,0,0,1
לכף,1,0,0,0,1,0,0,0,1
רגלה,1,0,0,0,1,0,0,0,1
ותשב,4,3,0,0,7,0,0,0,0
אליו,48,39,25,0,55,25,10,22,11
ויקחה,2,0,0,0,2,0,0,0,2
ויחל,3,1,0,0,2,1,0,1,0
שבעת,3,13,37,7,4,13,28,15,5
אחרים,2,1,2,0,2,2,1,0,18
ויסף,2,4,6,0,3,1,5,3,0
שלח,7,24,3,5,10,23,0,6,1
ותבא,2,0,0,0,2,0,0,0,0
לעת,3,0,0,0,3,0,0,0,1
זית,1,0,3,0,1,2,1,0,1
טרף,5,2,0,0,5,1,0,1,0
בפיה,1,0,0,0,1,0,0,0,0
קלו,4,0,0,0,4,0,0,0,2
וייחל,1,0,0,0,1,0,0,0,0
יספה,1,0,0,0,1,0,0,0,0
שוב,5,3,1,0,5,1,0,3,0
באחת,0,0,1,0,1,0,0,1,1
ושש,0,2,26,0,4,16,1,8,0
בראשון,0,0,1,0,1,0,0,1,0
חרבו,1,1,0,0,3,1,0,0,0
ויסר,1,5,0,0,3,4,0,1,0
מכסה,0,0,6,0,1,5,0,1,0
ובחדש,0,0,1,2,1,0,0,2,0
יבשה,0,1,1,0,1,0,0,1,0
וידבר,6,13,109,5,16,20,40,57,7
צא,0,2,1,0,2,1,0,0,0
ושרצו,0,0,1,0,1,0,0,0,0
ופרו,0,0,1,0,1,0,0,0,0
למשפחתיהם,0,0,1,0,1,0,0,0,0
יצאו,3,1,5,2,6,1,0,5,2
מזבח,5,9,32,0,9,22,14,1,7
הטהר,1,0,4,0,1,0,3,1,0
ויעל,8,12,5,1,10,11,0,4,1
עלת,1,5,4,16,4,3,3,16,0
במזבח,1,4,1,0,1,1,0,4,0
וירח,2,0,0,0,2,0,0,0,0
ריח,3,0,11,12,3,1,10,12,0
הניחח,1,0,0,0,1,0,0,0,0
אסף,2,3,0,1,3,1,0,2,1
לקלל,1,0,0,0,1,0,0,0,0
בעבור,9,6,0,0,10,5,0,0,0
לב,2,6,20,2,3,25,0,2,3
מנעריו,1,0,0,0,1,0,0,0,0
להכות,1,0,0,0,1,0,0,0,1
וקציר,2,0,0,0,2,0,0,0,0
וקר,1,0,0,0,1,0,0,0,0
וקיץ,1,0,0,0,1,0,0,0,0
וחרף,1,0,0,0,1,0,0,0,0
ויום,1,0,1,0,1,1,0,0,1
ולילה,3,0,1,1,1,2,1,1,0
ישבתו,1,0,0,0,1,0,0,0,0
ומוראכם,0,0,1,0,1,0,0,0,1
וחתכם,0,0,1,0,1,0,0,0,0
ועל,9,15,72,4,15,27,25,38,11
בכל,14,26,49,0,25,31,28,8,48
תרמש,0,0,2,0,1,0,1,0,0
דגי,0,1,1,0,1,0,0,1,0
בידכם,2,1,2,0,3,2,0,0,0
נתנו,0,1,3,0,2,1,1,0,0
כירק,0,0,1,0,1,0,0,0,0
בנפשו,1,0,2,0,2,0,1,0,0
דמו,1,1,14,0,4,1,11,0,1
ואך,0,2,1,0,1,1,0,1,0
דמכם,0,0,1,0,1,0,0,0,0
לנפשתיכם,0,0,1,0,1,0,0,0,1
אדרש,0,0,2,0,2,0,0,0,1
מיד,7,5,5,0,8,5,1,3,3
אדרשנו,0,0,1,0,1,0,0,0,0
ומיד,0,1,2,0,1,1,1,0,0
שפך,0,0,5,0,1,0,3,1,0
דם,0,4,18,0,2,5,16,1,6
ישפך,0,0,6,0,1,0,5,0,2
ואתם,7,3,7,0,7,4,3,3,3
בה,6,4,37,1,5,8,13,22,26
מקים,0,0,1,0,1,0,0,0,0
אתכם,8,21,50,3,17,27,26,15,55
זרעכם,0,1,3,0,1,1,2,0,0
אחריכם,0,0,3,0,1,0,2,0,1
בבהמה,0,0,8,0,1,0,7,0,1
יצאי,2,0,2,1,4,1,0,0,0
יכרת,0,1,2,0,1,0,1,1,0
ממי,0,0,2,0,1,0,0,1,0
מבול,0,0,1,0,1,0,0,0,0
הברית,0,3,2,0,2,3,0,0,11
אני,18,22,96,9,29,31,68,17,7
נתן,13,8,27,2,18,11,7,14,58
ביני,3,4,11,0,16,2,0,0,0
וביניכם,0,0,5,0,4,1,0,0,1
לדרת,0,0,1,0,1,0,0,0,0
עולם,3,2,44,2,10,11,20,10,9
קשתי,0,0,1,0,1,0,0,0,0
בענן,0,2,5,0,3,2,1,1,0
והיתה,0,1,25,0,4,5,9,8,5
לאות,0,2,4,0,2,2,0,2,3
ברית,5,8,9,1,9,6,4,4,9
בענני,0,0,1,0,1,0,0,0,0
ענן,2,2,3,0,1,2,1,2,2
ונראתה,0,0,1,0,1,0,0,0,0
הקשת,0,0,2,0,2,0,0,0,0
וזכרתי,0,0,1,2,1,0,2,0,0
למבול,0,0,1,0,1,0,0,0,0
וראיתיה,0,0,1,0,1,0,0,0,0
לזכר,0,0,3,0,1,0,2,0,0
הקמתי,0,0,2,0,1,1,0,0,0
היצאים,1,0,8,0,1,4,0,4,1
כנען,20,3,36,2,44,3,3,12,1
ומאלה,1,0,1,0,2,0,0,0,0
נפצה,1,0,0,0,1,0,0,0,0
כרם,1,1,0,0,1,1,0,0,2
וישת,4,2,0,0,5,0,0,1,0
היין,1,0,1,0,1,0,0,1,0
וישכר,1,0,0,0,1,0,0,0,0
ויתגל,1,0,0,0,1,0,0,0,0
אהלה,3,0,0,0,3,0,0,0,0
ערות,4,0,17,0,4,0,17,0,2
ויגד,10,5,0,0,11,3,0,1,1
לשני,3,1,4,1,3,4,1,1,1
בחוץ,2,1,0,0,2,1,0,0,1
השמלה,1,0,0,0,1,0,0,0,1
וישימו,2,2,4,0,2,3,2,1,0
שכם,12,3,0,0,16,0,0,0,0
וילכו,9,5,3,1,12,2,0,5,1
אחרנית,2,0,0,0,2,0,0,0,0
אביהם,9,5,4,1,16,1,0,3,0
ופניהם,1,0,2,0,1,2,0,0,0
וערות,1,0,2,0,1,0,2,0,0
ראו,3,3,2,0,3,5,0,0,7
וייקץ,2,2,0,0,4,0,0,0,0
מיינו,1,0,0,0,1,0,0,0,0
עבדים,4,2,4,0,4,3,2,1,7
לאחיו,5,2,2,0,7,0,0,2,2
ברוך,7,3,0,0,7,1,0,2,7
אלהי,13,35,4,0,20,28,0,4,16
למו,2,0,0,0,2,0,0,0,4
ליפת,1,0,0,0,1,0,0,0,0
באהלי,1,0,0,0,1,0,0,0,0
וחמשים,0,1,24,2,2,6,0,19,0
ואלה,2,1,25,6,22,4,0,10,2
ויולדו,0,0,0,0,1,0,0,0,0
גמר,0,0,2,0,2,0,0,0,0
ומגוג,0,0,1,0,1,0,0,0,0
ומדי,0,0,1,0,1,0,0,0,0
ויון,0,0,1,0,1,0,0,0,0
ותבל,0,0,1,0,1,0,0,0,0
ומשך,0,0,1,0,1,0,0,0,0
ותירס,0,0,1,0,1,0,0,0,0
ובני,3,3,44,3,26,13,1,13,4
אשכנז,0,0,1,0,1,0,0,0,0
וריפת,0,0,1,0,1,0,0,0,0
ותגרמה,0,0,1,0,1,0,0,0,0
יון,0,0,1,0,1,0,0,0,0
אלישה,0,0,1,0,1,0,0,0,0
ותרשיש,0,0,1,0,1,0,0,0,0
כתים,0,1,1,0,1,0,0,1,0
ודדנים,0,0,1,0,1,0,0,0,0
מאלה,0,1,5,0,1,0,4,1,0
נפרדו,0,0,2,0,2,0,0,0,0
איי,0,0,1,0,1,0,0,0,0
הגוים,1,2,4,1,3,1,3,1,19
בארצתם,0,0,3,0,3,0,0,0,0
ללשנו,0,0,1,0,1,0,0,0,0
למשפחתם,1,0,48,0,4,2,0,43,0
בגויהם,0,0,3,0,3,0,0,0,0
ומצרים,1,0,2,1,2,1,0,1,0
ופוט,0,0,1,0,1,0,0,0,0
וכנען,1,0,1,0,2,0,0,0,0
סבא,0,0,1,0,1,0,0,0,0
וחוילה,0,0,1,0,1,0,0,0,0
וסבתה,0,0,1,0,1,0,0,0,0
ורעמה,0,0,1,0,1,0,0,0,0
וסבתכא,0,0,1,0,1,0,0,0,0
רעמה,0,0,1,0,1,0,0,0,0
שבא,1,1,1,0,3,0,0,0,0
ודדן,0,0,1,0,1,0,0,0,0
וכוש,1,0,0,0,1,0,0,0,0
נמרד,1,0,0,0,1,0,0,0,0
להיות,4,0,6,0,5,1,3,1,6
גבר,2,0,0,2,2,0,0,2,3
ציד,7,0,1,0,7,0,1,0,0
יאמר,3,8,0,2,7,3,0,3,2
כנמרד,1,0,0,0,1,0,0,0,0
גבור,1,0,0,0,1,0,0,0,0
ותהי,6,4,8,0,8,3,1,6,0
ראשית,1,3,2,1,1,2,2,2,4
ממלכתו,1,0,0,0,1,0,0,0,2
בבל,2,0,0,0,2,0,0,0,0
וארך,1,0,0,0,1,0,0,0,1
ואכד,1,0,0,0,1,0,0,0,0
וכלנה,1,0,0,0,1,0,0,0,0
שנער,4,0,0,0,4,0,0,0,0
נינוה,2,0,0,0,2,0,0,0,0
רחבת,2,0,0,0,2,0,0,0,0
כלח,2,0,0,0,2,0,0,0,0
רסן,1,0,0,0,1,0,0,0,0
הגדלה,4,0,0,0,3,1,0,0,2
לודים,1,0,0,0,1,0,0,0,0
ענמים,1,0,0,0,1,0,0,0,0
להבים,1,0,0,0,1,0,0,0,0
נפתחים,1,0,0,0,1,0,0,0,0
פתרסים,1,0,0,0,1,0,0,0,0
כסלחים,1,0,0,0,1,0,0,0,0
פלשתים,6,4,0,0,8,2,0,0,0
כפתרים,1,0,0,0,1,0,0,0,1
צידן,2,0,0,0,2,0,0,0,0
בכרו,2,0,0,0,2,0,0,0,0
חת,1,0,12,0,13,0,0,0,0
היבוסי,2,0,0,0,2,0,0,0,0
האמרי,11,4,2,2,6,3,0,10,12
הגרגשי,2,0,0,0,2,0,0,0,0
החוי,2,3,1,0,3,3,0,0,1
הערקי,1,0,0,0,1,0,0,0,0
הסיני,1,0,0,0,1,0,0,0,0
הארודי,1,0,1,0,1,0,0,1,0
הצמרי,1,0,0,0,1,0,0,0,0
החמתי,1,0,0,0,1,0,0,0,0
ואחר,4,4,10,0,5,1,5,7,1
נפצו,1,0,0,0,1,0,0,0,0
משפחות,1,0,0,0,1,0,0,0,0
הכנעני,9,5,0,1,6,6,0,3,3
גבול,3,3,6,1,2,2,0,9,6
מצידן,1,0,0,0,1,0,0,0,0
באכה,4,0,1,0,5,0,0,0,0
גררה,2,0,0,0,2,0,0,0,0
עזה,1,0,0,0,1,1,0,0,1
סדמה,3,0,0,0,3,0,0,0,0
ועמרה,5,0,0,0,5,0,0,0,1
ואדמה,1,0,0,0,1,0,0,0,0
וצבים,1,0,0,0,1,0,0,0,0
לשע,1,0,0,0,1,0,0,0,0
ללשנתם,0,0,2,0,2,0,0,0,0
ולשם,1,0,0,0,1,0,0,0,1
עבר,5,4,5,4,10,4,0,4,9
הגדול,1,0,2,0,1,0,1,1,5
עילם,2,0,1,0,3,0,0,0,0
ואשור,0,0,1,0,1,0,0,0,0
וארפכשד,1,0,1,1,3,0,0,0,0
ולוד,0,0,1,0,1,0,0,0,0
וארם,0,0,1,0,1,0,0,0,0
ארם,2,1,10,0,13,0,0,1,1
עוץ,1,0,2,0,3,0,0,0,0
וחול,0,0,1,0,1,0,0,0,0
וגתר,0,0,1,0,1,0,0,0,0
ומש,0,0,1,0,1,0,0,0,0
ושלח,1,2,6,1,4,2,4,0,0
ולעבר,1,0,0,0,1,0,0,0,0
פלג,1,0,0,4,5,0,0,0,0
בימיו,1,0,0,0,1,0,0,0,0
נפלגה,1,0,0,0,1,0,0,0,0
יקטן,2,0,0,0,2,0,0,0,0
ויקטן,1,0,0,0,1,0,0,0,0
אלמודד,1,0,0,0,1,0,0,0,0
שלף,1,0,0,0,1,0,0,0,0
חצרמות,1,0,0,0,1,0,0,0,0
ירח,1,0,0,0,1,0,0,0,1
הדורם,1,0,0,0,1,0,0,0,0
אוזל,1,0,0,0,1,0,0,0,0
דקלה,1,0,0,0,1,0,0,0,0
עובל,1,0,0,0,1,0,0,0,0
אבימאל,1,0,0,0,1,0,0,0,0
אופר,1,0,0,0,1,0,0,0,0
חוילה,1,0,0,0,1,0,0,0,0
יובב,3,0,0,0,3,0,0,0,0
מושבם,1,0,0,0,1,0,0,0,0
ממשא,1,0,0,0,1,0,0,0,0
ספרה,1,0,0,0,1,0,0,0,0
הר,1,9,6,2,2,9,0,6,16
הקדם,1,0,0,0,1,0,0,0,0
לגויהם,0,0,1,0,1,0,0,0,0
משפחת,2,0,102,0,3,4,1,96,0
לתולדתם,0,0,2,0,2,0,0,0,0
שפה,1,0,2,0,1,2,0,0,0
ודברים,1,0,0,0,1,0,0,0,0
אחדים,3,0,0,0,3,0,0,0,0
בנסעם,2,0,0,0,1,0,0,1,0
וימצאו,2,0,3,0,2,0,2,1,0
בקעה,1,0,0,0,1,0,0,0,0
ויאמרו,44,25,17,0,42,22,0,22,2
רעהו,6,12,1,0,6,12,1,0,9
הבה,6,1,0,0,7,1,0,0,0
נלבנה,1,0,0,0,1,0,0,0,0
לבנים,1,1,0,0,1,1,0,0,0
ונשרפה,1,0,0,0,1,0,0,0,0
לשרפה,1,0,0,0,1,0,0,0,0
הלבנה,1,0,1,0,1,0,1,0,0
לאבן,1,0,0,0,1,0,0,0,0
והחמר,1,0,0,0,1,0,0,0,0
לחמר,1,0,0,0,1,0,0,0,0
נבנה,1,0,1,0,1,0,0,1,0
לנו,27,17,3,0,28,11,0,8,18
ומגדל,1,0,0,0,1,0,0,0,0
וראשו,1,1,1,0,2,0,1,0,0
בשמים,1,0,3,0,1,3,0,0,7
ונעשה,1,0,0,0,1,0,0,0,0
נפוץ,1,0,0,0,1,0,0,0,0
וירד,5,8,6,0,4,6,1,8,1
לראת,1,2,0,0,1,2,0,0,0
המגדל,1,0,0,0,1,0,0,0,0
עם,16,36,12,0,26,18,5,15,41
ושפה,1,0,0,0,1,0,0,0,0
לכלם,2,0,0,0,2,0,0,0,0
החלם,1,0,0,0,1,0,0,0,0
יבצר,1,0,0,0,1,0,0,0,0
מהם,2,0,11,2,2,0,9,4,10
יזמו,1,0,0,0,1,0,0,0,0
נרדה,2,0,0,0,2,0,0,0,0
